season,week,celebrity_name,ballroom_partner,partner_total_seasons_rank,partner_avg_placement_rank,partner_final_rate_rank,celebrity_industry_rank,celebrity_homestate_rank,celebrity_homecountry/region_rank,celebrity_age_during_season_rank,age_group_rank,results_rank,placement_rank,week1_judge1_score_rank,week1_judge2_score_rank,week1_judge3_score_rank,week1_judge4_score_rank,week2_judge1_score_rank,week2_judge2_score_rank,week2_judge3_score_rank,week2_judge4_score_rank,week3_judge1_score_rank,week3_judge2_score_rank,week3_judge3_score_rank,week3_judge4_score_rank,week4_judge1_score_rank,week4_judge2_score_rank,week4_judge3_score_rank,week4_judge4_score_rank,week5_judge1_score_rank,week5_judge2_score_rank,week5_judge3_score_rank,week5_judge4_score_rank,week6_judge1_score_rank,week6_judge2_score_rank,week6_judge3_score_rank,week6_judge4_score_rank,week7_judge1_score_rank,week7_judge2_score_rank,week7_judge3_score_rank,week7_judge4_score_rank,week8_judge1_score_rank,week8_judge2_score_rank,week8_judge3_score_rank,week8_judge4_score_rank,week9_judge1_score_rank,week9_judge2_score_rank,week9_judge3_score_rank,week9_judge4_score_rank,week10_judge1_score_rank,week10_judge2_score_rank,week10_judge3_score_rank,week10_judge4_score_rank,week11_judge1_score_rank,week11_judge2_score_rank,week11_judge3_score_rank,week11_judge4_score_rank,week_total_judge_rank,season_total_weeks_rank,weekly_contestant_count_rank,weekly_sum_judge_rank,weekly_mean_judge_rank,weekly_std_judge_rank,judge_pct_rank,judge_share_rank,judge_zscore_rank,rank_pct_rank,popularity_deviation_rank,judge_rank_interaction_rank,judge_popularity_interaction_rank,rank_popularity_interaction_rank,cumulative_weeks_rank,relative_cumulative_weeks_rank,week_total_judge_change_rank,week_total_judge_trend_rank,survival_advantage_rank,weekly_judge_rank_rank,weekly_judge_rank_pct_rank,weekly_judge_share_rank_rank,weekly_judge_share_rank_pct_rank,composite_attractiveness_rank,elimination_week_rank,is_eliminated_this_week_rank,judge_rank,fan_rank,rank_sum,predicted_eliminated_rank,partner_total_seasons_percent,partner_avg_placement_percent,partner_final_rate_percent,celebrity_industry_percent,celebrity_homestate_percent,celebrity_homecountry/region_percent,celebrity_age_during_season_percent,age_group_percent,results_percent,placement_percent,week1_judge1_score_percent,week1_judge2_score_percent,week1_judge3_score_percent,week1_judge4_score_percent,week2_judge1_score_percent,week2_judge2_score_percent,week2_judge3_score_percent,week2_judge4_score_percent,week3_judge1_score_percent,week3_judge2_score_percent,week3_judge3_score_percent,week3_judge4_score_percent,week4_judge1_score_percent,week4_judge2_score_percent,week4_judge3_score_percent,week4_judge4_score_percent,week5_judge1_score_percent,week5_judge2_score_percent,week5_judge3_score_percent,week5_judge4_score_percent,week6_judge1_score_percent,week6_judge2_score_percent,week6_judge3_score_percent,week6_judge4_score_percent,week7_judge1_score_percent,week7_judge2_score_percent,week7_judge3_score_percent,week7_judge4_score_percent,week8_judge1_score_percent,week8_judge2_score_percent,week8_judge3_score_percent,week8_judge4_score_percent,week9_judge1_score_percent,week9_judge2_score_percent,week9_judge3_score_percent,week9_judge4_score_percent,week10_judge1_score_percent,week10_judge2_score_percent,week10_judge3_score_percent,week10_judge4_score_percent,week11_judge1_score_percent,week11_judge2_score_percent,week11_judge3_score_percent,week11_judge4_score_percent,season_total_weeks_percent,weekly_contestant_count_percent,weekly_sum_judge_percent,weekly_mean_judge_percent,weekly_std_judge_percent,judge_pct_percent,judge_share_percent,judge_zscore_percent,rank_pct_percent,popularity_deviation_percent,judge_rank_interaction_percent,judge_popularity_interaction_percent,rank_popularity_interaction_percent,cumulative_weeks_percent,relative_cumulative_weeks_percent,week_total_judge_change_percent,week_total_judge_trend_percent,survival_advantage_percent,weekly_judge_rank_percent,weekly_judge_rank_pct_percent,weekly_judge_share_rank_percent,weekly_judge_share_rank_pct_percent,composite_attractiveness_percent,elimination_week_percent,is_eliminated_this_week_percent,judge_percent,fan_votes_relative,combined_percent,predicted_eliminated_percent,week_total_judge,age_group_label,region_label,judge_adjustment_factor,judge_adjustment_note,judge_score_original,judge_score_adjusted,week_judge1_weight,week_judge2_weight,week_judge3_weight,week_judge4_weight,week_total_judge_weighted,judge_score_weighted_adjusted,judge_score_final_adjusted,judge_score_final_percent,fan_votes_relative_percent
23,2,Marilu Henner,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,Illinois,United States,64,55-64,Eliminated Week 9,6,,,,,7.0,6.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,11,13,352.0,27.07692307692308,3.067614123428241,0.84375,0.0767045454545454,-0.025075864769168,0.5384615384615384,-0.3052884615384615,0.4543269230769231,-0.2575871394230769,-0.1643860946745562,2,0.1818181818181818,0.0,27.0,0.0,7,0.5384615384615384,7,0.5384615384615384,0.8230900182300334,9.0,False,7,8,15,False,17,2.9411764705882355,0.5294117647058824,Actor/Actress,Illinois,United States,64,55-64,Eliminated Week 9,6,,,,,7.0,6.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.84375,0.0767045454545454,-0.025075864769168,0.5384615384615384,-0.3052884615384615,0.4543269230769231,-0.2575871394230769,-0.1643860946745562,2,0.1818181818181818,0.0,27.0,0.0,7,0.5384615384615384,7,0.5384615384615384,0.7598927550192309,9.0,False,0.0767045454545454,0.7615707573450573,0.1651539482178784,False,27.0,55-64,United States - Illinois,1.0901192386498493,age:55-64,27.0,29.43321944354593,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,27.057142644898747,29.495511740097392,29.495511740097392,0.08187655879950011,0.08844940276333296
23,2,Maureen McCormick,Artem Chigvintsev,12,7.416666666666667,0.0833333333333333,Actor/Actress,California,United States,60,55-64,Eliminated Week 7,8,,,,,7.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,11,13,352.0,27.07692307692308,3.067614123428241,0.8125,0.0738636363636363,-0.3510621067683543,0.4615384615384615,-0.3509615384615384,0.375,-0.28515625,-0.16198224852071,2,0.1818181818181818,4.0,24.0,0.0,8,0.6153846153846154,8,0.6153846153846154,0.7585001614767084,7.0,False,8,11,19,False,12,7.416666666666667,0.0833333333333333,Actor/Actress,California,United States,60,55-64,Eliminated Week 7,8,,,,,7.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.8125,0.0738636363636363,-0.3510621067683543,0.4615384615384615,-0.3509615384615384,0.375,-0.28515625,-0.16198224852071,2,0.1818181818181818,4.0,24.0,0.0,8,0.6153846153846154,8,0.6153846153846154,0.634540479512884,7.0,False,0.0738636363636363,0.591961579160656,0.1426145011133926,False,26.0,55-64,United States - California,1.0901192386498493,age:55-64,26.0,28.343100204896082,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,26.028571322449373,28.374246353171813,28.374246353171813,0.07876403943752368,0.06875086474975625
23,2,Rick Perry,Emma Slater,16,7.9375,0.0625,Politician,Texas,United States,66,65+,Eliminated Week 3,12,,,,,6.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,11,13,352.0,27.07692307692308,3.067614123428241,0.6875,0.0625,-1.6550070747650991,0.0769230769230768,-0.6105769230769231,0.0528846153846153,-0.4197716346153846,-0.0469674556213017,2,0.1818181818181818,2.0,21.0,0.0,13,1.0,13,1.0,0.0922849858456501,3.0,False,13,13,26,True,16,7.9375,0.0625,Politician,Texas,United States,66,65+,Eliminated Week 3,12,,,,,6.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.6875,0.0625,-1.6550070747650991,0.0769230769230768,-0.6105769230769231,0.0528846153846153,-0.4197716346153846,-0.0469674556213017,2,0.1818181818181818,2.0,21.0,0.0,13,1.0,13,1.0,0.4322823304891102,3.0,False,0.0625,0.3182941223997017,0.0994669196956535,False,22.0,65+,United States - Texas,1.1,age:65+,22.0,24.200000000000003,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,22.057142644898747,24.262856909388624,24.262856909388624,0.0673512379744477,0.036966919695653584
23,2,Ryan Lochte,Cheryl Burke,25,5.8,0.32,Athlete,New York,United States,32,25-34,Eliminated Week 8,7,,,,,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,11,13,352.0,27.07692307692308,3.067614123428241,0.75,0.0681818181818181,-1.0030345907667266,0.3076923076923077,-0.4423076923076923,0.2307692307692307,-0.3317307692307692,-0.136094674556213,2,0.1818181818181818,0.0,24.0,0.0,10,0.7692307692307693,10,0.7692307692307693,0.7659997685541199,8.0,False,10,10,20,False,25,5.8,0.32,Athlete,New York,United States,32,25-34,Eliminated Week 8,7,,,,,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.75,0.0681818181818181,-1.0030345907667266,0.3076923076923077,-0.4423076923076923,0.2307692307692307,-0.3317307692307692,-0.136094674556213,2,0.1818181818181818,0.0,24.0,0.0,10,0.7692307692307693,10,0.7692307692307693,0.6864674770729634,8.0,False,0.0681818181818181,0.6622219341974701,0.1450927736139038,False,24.0,25-34,United States - New York,1.0,无显著单向影响,24.0,24.0,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,24.0,24.0,24.0,0.06662157376698948,0.07691095543208565
23,2,Terra Jole,Sasha Farber,12,6.083333333333333,0.1666666666666666,TV Personality,Texas,United States,36,35-44,Eliminated Week 10,5,,,,,8.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,11,13,352.0,27.07692307692308,3.067614123428241,0.96875,0.0880681818181818,1.2788691032275767,0.9230769230769232,-0.0456730769230768,0.8942307692307693,-0.0442457932692307,-0.0421597633136094,2,0.1818181818181818,6.0,28.0,0.0,2,0.1538461538461538,2,0.1538461538461538,0.9335371602418776,10.0,False,2,1,3,False,12,6.083333333333333,0.1666666666666666,TV Personality,Texas,United States,36,35-44,Eliminated Week 10,5,,,,,8.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.96875,0.0880681818181818,1.2788691032275767,0.9230769230769232,-0.0456730769230768,0.8942307692307693,-0.0442457932692307,-0.0421597633136094,2,0.1818181818181818,6.0,28.0,0.0,2,0.1538461538461538,2,0.1538461538461538,0.8639383974927377,10.0,False,0.0880681818181818,0.902350777829855,0.1928678824531127,False,31.0,35-44,United States - Texas,1.0,无显著单向影响,31.0,31.0,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,31.057142644898747,31.057142644898747,31.057142644898747,0.08621148832120985,0.10479970063493092
23,2,Vanilla Ice,Witney Carson,14,5.5,0.3571428571428571,Singer/Rapper,Texas,United States,48,45-54,Eliminated Week 4,10,,,,,6.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,11,13,352.0,27.07692307692308,3.067614123428241,0.8125,0.0738636363636363,-0.3510621067683543,0.4615384615384615,-0.3509615384615384,0.375,-0.28515625,-0.16198224852071,2,0.1818181818181818,1.0,25.5,0.0,8,0.6153846153846154,8,0.6153846153846154,0.8522332540964734,4.0,False,8,7,15,False,14,5.5,0.3571428571428571,Singer/Rapper,Texas,United States,48,45-54,Eliminated Week 4,10,,,,,6.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.8125,0.0738636363636363,-0.3510621067683543,0.4615384615384615,-0.3509615384615384,0.375,-0.28515625,-0.16198224852071,2,0.1818181818181818,1.0,25.5,0.0,8,0.6153846153846154,8,0.6153846153846154,0.6242081347269388,4.0,False,0.0738636363636363,0.5779812943929231,0.1409908202849978,False,26.0,45-54,United States - Texas,1.0733044097246225,age:45-54,26.0,27.905914652840185,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,25.942857355101253,27.844583200087033,27.844583200087033,0.07729374806981976,0.06712718392136142
23,3,Amber Rose,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Model,Pennsylvania,United States,32,25-34,Eliminated Week 6,9,,,,,,,,,7.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,11,12,325.0,27.08333333333333,3.0289011909011534,0.78125,0.0769230769230769,-0.6878181895109964,0.4166666666666666,-0.3645833333333333,0.3255208333333333,-0.2848307291666667,-0.1519097222222222,3,0.2727272727272727,1.0,24.5,0.0,8,0.6666666666666666,8,0.6666666666666666,0.7249887732366738,6.0,False,8,9,17,False,17,6.0,0.2941176470588235,Model,Pennsylvania,United States,32,25-34,Eliminated Week 6,9,,,,,,,,,7.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,325.0,27.08333333333333,3.0289011909011534,0.78125,0.0769230769230769,-0.6878181895109964,0.4166666666666666,-0.3645833333333333,0.3255208333333333,-0.2848307291666667,-0.1519097222222222,3,0.2727272727272727,1.0,24.5,0.0,8,0.6666666666666666,8,0.6666666666666666,0.6707634379501312,6.0,False,0.0769230769230769,0.714492696737573,0.1583934751322288,False,25.0,25-34,United States - Pennsylvania,1.0,无显著单向影响,25.0,25.0,0.9655173555287542,0.9931034711057508,0.9931034711057508,1.0482757022597442,24.965517355528753,24.965517355528753,24.965517355528753,0.07467390385190276,0.08147039820915193
23,3,Babyface,Allison Holker,4,7.25,0.25,Singer/Rapper,Indiana,United States,57,55-64,Eliminated Week 4,11,,,,,,,,,7.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,11,12,325.0,27.08333333333333,3.0289011909011534,0.78125,0.0769230769230769,-0.6878181895109964,0.4166666666666666,-0.3645833333333333,0.3255208333333333,-0.2848307291666667,-0.1519097222222222,3,0.2727272727272727,-5.0,27.5,0.0,8,0.6666666666666666,8,0.6666666666666666,0.8428475979010677,4.0,False,8,5,13,False,4,7.25,0.25,Singer/Rapper,Indiana,United States,57,55-64,Eliminated Week 4,11,,,,,,,,,7.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,325.0,27.08333333333333,3.0289011909011534,0.78125,0.0769230769230769,-0.6878181895109964,0.4166666666666666,-0.3645833333333333,0.3255208333333333,-0.2848307291666667,-0.1519097222222222,3,0.2727272727272727,-5.0,27.5,0.0,8,0.6666666666666666,8,0.6666666666666666,0.6630310062836398,4.0,False,0.0769230769230769,0.7048136946797446,0.1572898219311267,False,25.0,55-64,others,1.0901192386498493,age:55-64,25.0,27.25298096624623,0.9655173555287542,0.9931034711057508,0.9931034711057508,1.0482757022597442,24.965517355528753,27.215390772108602,27.215390772108602,0.08140345921404828,0.08036674500804986
23,3,Calvin Johnson Jr.,Lindsay Arnold,10,5.4,0.4,Athlete,Georgia,United States,30,25-34,3rd Place,3,,,,,,,,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,11,12,325.0,27.08333333333333,3.0289011909011534,1.0,0.0984615384615384,1.6232509272459528,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,4.0,30.0,0.0,1,0.0833333333333333,1,0.0833333333333333,0.95247310803396,,False,1,1,2,False,10,5.4,0.4,Athlete,Georgia,United States,30,25-34,3rd Place,3,,,,,,,,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,325.0,27.08333333333333,3.0289011909011534,1.0,0.0984615384615384,1.6232509272459528,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,4.0,30.0,0.0,1,0.0833333333333333,1,0.0833333333333333,0.8988515920357478,,False,0.0984615384615384,1.0,0.2124870541612116,False,32.0,25-34,United States - Georgia,1.0,无显著单向影响,32.0,32.0,0.9655173555287542,0.9931034711057508,0.9931034711057508,1.0482757022597442,32.0,32.0,32.0,0.09571461665430721,0.11402551569967315
23,3,James Hinchcliffe,Sharna Burgess,14,6.571428571428571,0.3571428571428571,Racing Driver,Unknown,Canada,29,25-34,2nd Place,2,,,,,,,,,7.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,11,12,325.0,27.08333333333333,3.0289011909011534,0.90625,0.0892307692307692,0.6327927343501174,0.75,-0.15625,0.6796875,-0.1416015625,-0.1171875,3,0.2727272727272727,0.0,29.0,0.0,4,0.3333333333333333,4,0.3333333333333333,0.8817846532758437,,False,4,3,7,False,14,6.571428571428571,0.3571428571428571,Racing Driver,Unknown,Canada,29,25-34,2nd Place,2,,,,,,,,,7.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,325.0,27.08333333333333,3.0289011909011534,0.90625,0.0892307692307692,0.6327927343501174,0.75,-0.15625,0.6796875,-0.1416015625,-0.1171875,3,0.2727272727272727,0.0,29.0,0.0,4,0.3333333333333333,4,0.3333333333333333,0.8060014933076323,,False,0.0892307692307692,0.8837757208313254,0.1900037515614114,False,29.0,25-34,others,1.0,无显著单向影响,29.0,29.0,0.9655173555287542,0.9931034711057508,0.9931034711057508,1.0482757022597442,28.993103471105755,28.993103471105755,28.993103471105755,0.08672074326111097,0.10077298233064225
23,3,Jana Kramer,Gleb Savchenko,13,8.461538461538462,0.0,Singer/Rapper,Michigan,United States,32,25-34,Eliminated Week 11,4,,,,,,,,,6.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,11,12,325.0,27.08333333333333,3.0289011909011534,0.8125,0.08,-0.3576654585457179,0.5,-0.3125,0.40625,-0.25390625,-0.15625,3,0.2727272727272727,-3.0,27.5,0.0,7,0.5833333333333334,7,0.5833333333333334,0.3979335348600801,11.0,False,7,10,17,False,13,8.461538461538462,0.0,Singer/Rapper,Michigan,United States,32,25-34,Eliminated Week 11,4,,,,,,,,,6.0,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,325.0,27.08333333333333,3.0289011909011534,0.8125,0.08,-0.3576654585457179,0.5,-0.3125,0.40625,-0.25390625,-0.15625,3,0.2727272727272727,-3.0,27.5,0.0,7,0.5833333333333334,7,0.5833333333333334,0.6699218537494022,11.0,False,0.08,0.7134392512546996,0.1613502785447058,False,26.0,25-34,others,1.0,无显著单向影响,26.0,26.0,0.9655173555287542,0.9931034711057508,0.9931034711057508,1.0482757022597442,26.041379173365492,26.041379173365492,26.041379173365492,0.0778918945227543,0.0813502785447058
23,3,Laurie Hernandez,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Athlete,New Jersey,United States,16,<25,1st Place,1,,,,,,,,,7.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,11,12,325.0,27.08333333333333,3.0289011909011534,0.96875,0.0953846153846153,1.2930981962806742,0.9166666666666666,-0.0520833333333333,0.8880208333333333,-0.0504557291666667,-0.0477430555555555,3,0.2727272727272727,-1.0,31.5,0.0,2,0.1666666666666666,2,0.1666666666666666,0.8035429236760357,,False,2,7,9,False,19,5.2631578947368425,0.4736842105263157,Athlete,New Jersey,United States,16,<25,1st Place,1,,,,,,,,,7.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,325.0,27.08333333333333,3.0289011909011534,0.96875,0.0953846153846153,1.2930981962806742,0.9166666666666666,-0.0520833333333333,0.8880208333333333,-0.0504557291666667,-0.0477430555555555,3,0.2727272727272727,-1.0,31.5,0.0,2,0.1666666666666666,2,0.1666666666666666,0.8923942004231674,,False,0.0953846153846153,0.9919170179056068,0.2084884648825841,False,31.0,<25,others,0.9380668743242466,age:<25,31.0,29.080073104051646,0.9655173555287542,0.9931034711057508,0.9931034711057508,1.0482757022597442,31.034482644471247,29.112420130569223,29.112420130569223,0.0870776291461428,0.11310384949796874
23,3,Marilu Henner,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,Illinois,United States,64,55-64,Eliminated Week 9,6,,,,,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,11,12,325.0,27.08333333333333,3.0289011909011534,0.875,0.0861538461538461,0.302640003384839,0.6666666666666667,-0.2083333333333332,0.5833333333333334,-0.1822916666666666,-0.1388888888888888,3,0.2727272727272727,1.0,27.5,0.0,5,0.4166666666666667,5,0.4166666666666667,0.8930733879561995,9.0,False,5,2,7,False,17,2.9411764705882355,0.5294117647058824,Actor/Actress,Illinois,United States,64,55-64,Eliminated Week 9,6,,,,,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,325.0,27.08333333333333,3.0289011909011534,0.875,0.0861538461538461,0.302640003384839,0.6666666666666667,-0.2083333333333332,0.5833333333333334,-0.1822916666666666,-0.1388888888888888,3,0.2727272727272727,1.0,27.5,0.0,5,0.4166666666666667,5,0.4166666666666667,0.7871771684765496,9.0,False,0.0861538461538461,0.860212540885378,0.1842400247396275,False,28.0,55-64,United States - Illinois,1.0901192386498493,age:55-64,28.0,30.523338682195778,0.9655173555287542,0.9931034711057508,0.9931034711057508,1.0482757022597442,28.0,30.523338682195778,30.523338682195778,0.0912978019054986,0.0980861785857814
23,3,Maureen McCormick,Artem Chigvintsev,12,7.416666666666667,0.0833333333333333,Actor/Actress,California,United States,60,55-64,Eliminated Week 7,8,,,,,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,11,12,325.0,27.08333333333333,3.0289011909011534,0.875,0.0861538461538461,0.302640003384839,0.6666666666666667,-0.2083333333333332,0.5833333333333334,-0.1822916666666666,-0.1388888888888888,3,0.2727272727272727,2.0,27.0,0.0,5,0.4166666666666667,5,0.4166666666666667,0.7848699882490439,7.0,False,5,8,13,False,12,7.416666666666667,0.0833333333333333,Actor/Actress,California,United States,60,55-64,Eliminated Week 7,8,,,,,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,325.0,27.08333333333333,3.0289011909011534,0.875,0.0861538461538461,0.302640003384839,0.6666666666666667,-0.2083333333333332,0.5833333333333334,-0.1822916666666666,-0.1388888888888888,3,0.2727272727272727,2.0,27.0,0.0,5,0.4166666666666667,5,0.4166666666666667,0.7071312347306729,7.0,False,0.0861538461538461,0.7600157605110248,0.172815035185995,False,28.0,55-64,United States - California,1.0901192386498493,age:55-64,28.0,30.523338682195778,0.9655173555287542,0.9931034711057508,0.9931034711057508,1.0482757022597442,28.0,30.523338682195778,30.523338682195778,0.0912978019054986,0.0866611890321489
23,3,Rick Perry,Emma Slater,16,7.9375,0.0625,Politician,Texas,United States,66,65+,Eliminated Week 3,12,,,,,,,,,6.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,11,12,325.0,27.08333333333333,3.0289011909011534,0.71875,0.0707692307692307,-1.348123651441553,0.1666666666666666,-0.5520833333333334,0.1197916666666666,-0.3968098958333333,-0.0920138888888888,3,0.2727272727272727,1.0,22.5,0.0,11,0.9166666666666666,11,0.9166666666666666,0.3203988427645982,3.0,True,11,11,22,False,16,7.9375,0.0625,Politician,Texas,United States,66,65+,Eliminated Week 3,12,,,,,,,,,6.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,325.0,27.08333333333333,3.0289011909011534,0.71875,0.0707692307692307,-1.348123651441553,0.1666666666666666,-0.5520833333333334,0.1197916666666666,-0.3968098958333333,-0.0920138888888888,3,0.2727272727272727,1.0,22.5,0.0,11,0.9166666666666666,11,0.9166666666666666,0.0999643079652347,3.0,True,0.0707692307692307,0.0,0.0707692307692307,True,23.0,65+,United States - Texas,1.1,age:65+,23.0,25.3,0.9655173555287542,0.9931034711057508,0.9931034711057508,1.0482757022597442,23.006896528894252,25.30758618178368,25.30758618178368,0.0756970596823521,0.0
23,3,Ryan Lochte,Cheryl Burke,25,5.8,0.32,Athlete,New York,United States,32,25-34,Eliminated Week 8,7,,,,,,,,,6.0,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,11,12,325.0,27.08333333333333,3.0289011909011534,0.78125,0.0769230769230769,-0.6878181895109964,0.4166666666666666,-0.3645833333333333,0.3255208333333333,-0.2848307291666667,-0.1519097222222222,3,0.2727272727272727,1.0,24.5,0.0,8,0.6666666666666666,8,0.6666666666666666,0.804385274853015,8.0,False,8,6,14,False,25,5.8,0.32,Athlete,New York,United States,32,25-34,Eliminated Week 8,7,,,,,,,,,6.0,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,325.0,27.08333333333333,3.0289011909011534,0.78125,0.0769230769230769,-0.6878181895109964,0.4166666666666666,-0.3645833333333333,0.3255208333333333,-0.2848307291666667,-0.1519097222222222,3,0.2727272727272727,1.0,24.5,0.0,8,0.6666666666666666,8,0.6666666666666666,0.7070931085695495,8.0,False,0.0769230769230769,0.7599680364304399,0.1635788241923258,False,25.0,25-34,United States - New York,1.0,无显著单向影响,25.0,25.0,0.9655173555287542,0.9931034711057508,0.9931034711057508,1.0482757022597442,24.993103471105748,24.993103471105748,24.993103471105748,0.07475641617932255,0.08665574726924889
23,3,Terra Jole,Sasha Farber,12,6.083333333333333,0.1666666666666666,TV Personality,Texas,United States,36,35-44,Eliminated Week 10,5,,,,,,,,,8.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,11,12,325.0,27.08333333333333,3.0289011909011534,0.9375,0.0923076923076923,0.9629454653153958,0.8333333333333334,-0.1041666666666666,0.78125,-0.0976562499999999,-0.0868055555555555,3,0.2727272727272727,-1.0,30.5,0.0,3,0.25,3,0.25,0.8776147226039595,10.0,False,3,4,7,False,12,6.083333333333333,0.1666666666666666,TV Personality,Texas,United States,36,35-44,Eliminated Week 10,5,,,,,,,,,8.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,325.0,27.08333333333333,3.0289011909011534,0.9375,0.0923076923076923,0.9629454653153958,0.8333333333333334,-0.1041666666666666,0.78125,-0.0976562499999999,-0.0868055555555555,3,0.2727272727272727,-1.0,30.5,0.0,3,0.25,3,0.25,0.8171403769677675,10.0,False,0.0923076923076923,0.8977187186512182,0.1946705321551472,False,30.0,35-44,United States - Texas,1.0,无显著单向影响,30.0,30.0,0.9655173555287542,0.9931034711057508,0.9931034711057508,1.0482757022597442,29.958620826634508,29.958620826634508,29.958620826634508,0.08960868462228332,0.10236283984745495
